UID	LAST NAME	LAST NAME UD	FIRST NAME	FIRST NAME UD	ALIASES	ALIASES UD	ALTERNATIVE SPELLING	ALTERNATIVE SPELLING UD	CATEGORY	CATEGORY UD	TITLE	TITLE UD	SUB CATEGORY	SUB CATEGORY UD	POSITION	POSITION UD	AGE	AGE UD	DOB	DOB UD	PLACE OF BIRTH	PLAVE OF BIRTH UD	DECEASED	DECEASED UD	PASSPORTS	PASSPORTS UD	SSN	SSN UD	LOCATIONS	LOCATIONS UD	COUNTRIES	COUNTRIES UD	COMPANIES	COMPANIES UD	E/I	E/I UD	LINKED TO	LINKED TO UD	FURTHER INFORMATION	FURTHER INFORMATION UD	KEYWORDS	KEYWORDS UD	EXTERNAL SOURCES	EXTERNAL SOURCES UD	ENTERED	ENTERED UD	UPDATED	UPDATED UD	EDITOR	EDITOR UD	AGE DATE	AGE DATE UD
PEP1201	Choe Thae Bok				Choe Thae Bok				Individual/pep				PEP		NHNN																Korea, North										NHNN											
PEP1202	Choe Yong Rim				Choe Yong Rim				Individual/pep				PEP		NHNN																Korea, North										NHNN											
PEP1203	Choi Sung-Joon				Choi Sung-Joon				Individual/pep				PEP		NHNN																Korea, South										NHNN											
PEP1204	Choi Yang-Hee				Choi Yang-Hee				Individual/pep				PEP		NHNN																Korea, South										NHNN											
PEP1205	Choijilsuren, Battogtokh				Choijilsuren, Battogtokh				Individual/pep				PEP		NHNN																Mongolia										NHNN											
PEP1206	Chombo, Ignatius				Chombo, Ignatius				Individual/pep				PEP		NHNN																Zimbabwe										NHNN											
PEP1207	Chou Yuan-Ching (A.K.A. Icyang Parod)				Chou Yuan-Ching (A.K.A. Icyang Parod)				Individual/pep				PEP		NHNN																Taiwan										NHNN											
PEP1208	Choubani, Lahbib				Choubani, Lahbib				Individual/pep				PEP		NHNN																Morocco										NHNN											
PEP1209	Chovanec, Milan				Chovanec, Milan				Individual/pep				PEP		NHNN																Czechia										NHNN											
PEP1210	Chowdhury, Matia				Chowdhury, Matia				Individual/pep				PEP		NHNN																Bangladesh										NHNN											
PEP1211	Christian, Peter Martin				Christian, Peter Martin				Individual/pep				PEP		NHNN																Micronesia, Federated States of										NHNN											
PEP1212	Christie, Perry Gladstone				Christie, Perry Gladstone				Individual/pep				PEP		NHNN																Bahamas, The										NHNN											
PEP1213	Christie, Perry Gladstone				Christie, Perry Gladstone				Individual/pep				PEP		NHNN																Bahamas, The										NHNN											
PEP1214	Chrougha, Nany Ould				Chrougha, Nany Ould				Individual/pep				PEP		NHNN																Mauritania										NHNN											
PEP1215	Chu Tzer-Ming				Chu Tzer-Ming				Individual/pep				PEP		NHNN																Taiwan										NHNN											
PEP1216	Chuck, Delroy Aubyn				Chuck, Delroy Aubyn				Individual/pep				PEP		NHNN																Jamaica										NHNN											
PEP1217	Chui Sai-On, Fernando				Chui Sai-On, Fernando				Individual/pep				PEP		NHNN																China - Macau										NHNN											
PEP1218	Chuka, Charles				Chuka, Charles				Individual/pep				PEP		NHNN																Malawi										NHNN											
PEP1219	Chum Bun Rong				Chum Bun Rong				Individual/pep				PEP		NHNN																Cambodia										NHNN											
PEP1220	Chung Chin-Youb				Chung Chin-Youb				Individual/pep				PEP		NHNN																Korea, South										NHNN											
PEP1221	Chunnu, Mujibul Haque				Chunnu, Mujibul Haque				Individual/pep				PEP		NHNN																Bangladesh										NHNN											
PEP1222	Churkin, Vitaliy Ivanovich				Churkin, Vitaliy Ivanovich				Individual/pep				PEP		NHNN																Russia										NHNN											
PEP1223	Chvojka, Jan				Chvojka, Jan				Individual/pep				PEP		NHNN																Czechia										NHNN											
PEP1224	Ciavatta, Valeria				Ciavatta, Valeria				Individual/pep				PEP		NHNN																San Marino										NHNN											
PEP1225	Cienfuegos Zepeda, Salvador				Cienfuegos Zepeda, Salvador				Individual/pep				PEP		NHNN																Mexico										NHNN											
PEP1226	Cinca Mateos, Jordi				Cinca Mateos, Jordi				Individual/pep				PEP		NHNN																Andorra										NHNN											
PEP1227	Cintra Frias, Leopoldo				Cintra Frias, Leopoldo				Individual/pep				PEP		NHNN																Cuba										NHNN											
PEP1228	Ciobo, Steven Michele				Ciobo, Steven Michele				Individual/pep				PEP		NHNN																Australia										NHNN											
PEP1229	Cioclea, Sergiu				Cioclea, Sergiu				Individual/pep				PEP		NHNN																Moldova										NHNN											
PEP1230	Ciolos, Dacian				Ciolos, Dacian				Individual/pep				PEP		NHNN																Romania										NHNN											
PEP1231	Cisse, Boubou				Cisse, Boubou				Individual/pep				PEP		NHNN																Mali										NHNN											
PEP1232	Cisse, Mouhamadou Mactar				Cisse, Mouhamadou Mactar				Individual/pep				PEP		NHNN																Senegal										NHNN											
PEP1233	Citaku, Vlora				Citaku, Vlora				Individual/pep				PEP		NHNN																Kosovo										NHNN											
PEP1234	Ciza, Jean				Ciza, Jean				Individual/pep				PEP		NHNN																Burundi										NHNN											
PEP1235	Ciza, Virginie				Ciza, Virginie				Individual/pep				PEP		NHNN																Burundi										NHNN											
PEP1236	Clark, Greg				Clark, Greg				Individual/pep				PEP		NHNN																United Kingdom										NHNN											
PEP1237	Claros Hinojosa, Milton				Claros Hinojosa, Milton				Individual/pep				PEP		NHNN																Bolivia										NHNN											
PEP1238	Claude, Marie Denise				Claude, Marie Denise				Individual/pep				PEP		NHNN																Haiti										NHNN											
PEP1239	Cocarico Yana, Cesar				Cocarico Yana, Cesar				Individual/pep				PEP		NHNN																Bolivia										NHNN											
PEP1240	Codjo, Simplice Dossou				Codjo, Simplice Dossou				Individual/pep				PEP		NHNN																Benin										NHNN											
PEP1241	Coelho Filho, Fernando				Coelho Filho, Fernando				Individual/pep				PEP		NHNN																Brazil										NHNN											
PEP1242	Coelho, Hernani				Coelho, Hernani				Individual/pep				PEP		NHNN																Timor-Leste										NHNN											
PEP1243	Coene, Luc				Coene, Luc				Individual/pep				PEP		NHNN																Belgium										NHNN											
PEP1244	Coffie, Raymonde Goudou				Coffie, Raymonde Goudou				Individual/pep				PEP		NHNN																Cote d'Ivoire										NHNN											
PEP1245	Cohen, Eli				Cohen, Eli				Individual/pep				PEP		NHNN																Israel										NHNN											
PEP1246	Cohen-Henriquez, Milton				Cohen-Henriquez, Milton				Individual/pep				PEP		NHNN																Panama										NHNN											
PEP1247	Colakovic, Mirsada				Colakovic, Mirsada				Individual/pep				PEP		NHNN																Bosnia and Herzegovina - National Govt.										NHNN											
PEP1248	Coleiro, Marie-Louise				Coleiro, Marie-Louise				Individual/pep				PEP		NHNN																Malta										NHNN											
PEP1249	Coleman, Jonathan David				Coleman, Jonathan David				Individual/pep				PEP		NHNN																New Zealand										NHNN											
PEP1250	Coleman, Jonathan David				Coleman, Jonathan David				Individual/pep				PEP		NHNN																New Zealand										NHNN											
PEP1251	Coll-Seck, Awa Marie				Coll-Seck, Awa Marie				Individual/pep				PEP		NHNN																Senegal										NHNN											
PEP1252	Collendavelloo, Ivan				Collendavelloo, Ivan				Individual/pep				PEP		NHNN																Mauritius										NHNN											
PEP1253	Collendavelloo, Ivan				Collendavelloo, Ivan				Individual/pep				PEP		NHNN																Mauritius										NHNN											
PEP1254	Collins, David				Collins, David				Individual/pep				PEP		NHNN																Kiribati										NHNN											
PEP1255	Collins, Judith				Collins, Judith				Individual/pep				PEP		NHNN																New Zealand										NHNN											
PEP1256	Collins, Judith				Collins, Judith				Individual/pep				PEP		NHNN																New Zealand										NHNN											
PEP1257	Collins, Judith				Collins, Judith				Individual/pep				PEP		NHNN																New Zealand										NHNN											
PEP1258	Comanescu, Lazar				Comanescu, Lazar				Individual/pep				PEP		NHNN																Romania										NHNN											
PEP1259	Compaore, Simon				Compaore, Simon				Individual/pep				PEP		NHNN																Burkina Faso										NHNN											
PEP1260	Compaore, Simon				Compaore, Simon				Individual/pep				PEP		NHNN																Burkina Faso										NHNN											
PEP1261	Conceicao, Antonio da				Conceicao, Antonio da				Individual/pep				PEP		NHNN																Timor-Leste										NHNN											
PEP1262	Conceicao, Antonio da				Conceicao, Antonio da				Individual/pep				PEP		NHNN																Timor-Leste										NHNN											
PEP1263	Concepcion Gonzalez, Maria del Carmen				Concepcion Gonzalez, Maria del Carmen				Individual/pep				PEP		NHNN																Cuba										NHNN											
PEP1264	Conde, Alpha				Conde, Alpha				Individual/pep				PEP		NHNN																Guinea										NHNN											
PEP1265	Conde, Alpha				Conde, Alpha				Individual/pep				PEP		NHNN																Guinea										NHNN											
PEP1266	Conde, Boureima				Conde, Boureima				Individual/pep				PEP		NHNN																Guinea										NHNN											
PEP1267	Conde, Mamady				Conde, Mamady				Individual/pep				PEP		NHNN																Guinea										NHNN											
PEP1268	Conteh, Alfred Palo				Conteh, Alfred Palo				Individual/pep				PEP		NHNN																Sierra Leone										NHNN											
PEP1269	Conteh, Muctarr				Conteh, Muctarr				Individual/pep				PEP		NHNN																Sierra Leone										NHNN											
PEP1270	Contreras, Erwin				Contreras, Erwin				Individual/pep				PEP		NHNN																Belize										NHNN											
PEP1271	Contreras, Marleny				Contreras, Marleny				Individual/pep				PEP		NHNN																Venezuela										NHNN											
PEP1272	Cook, Aaron				Cook, Aaron				Individual/pep				PEP		NHNN																Nauru										NHNN											
PEP1273	Cook, Aaron				Cook, Aaron				Individual/pep				PEP		NHNN																Nauru										NHNN											
PEP1274	Cordas, Davor				Cordas, Davor				Individual/pep				PEP		NHNN																Bosnia and Herzegovina - Republika Srpska Govt.										NHNN											
PEP1275	Cordova Gonzalez, Boris				Cordova Gonzalez, Boris				Individual/pep				PEP		NHNN																Ecuador										NHNN											
PEP1276	Cordova Unda, Javier				Cordova Unda, Javier				Individual/pep				PEP		NHNN																Ecuador										NHNN											
PEP1277	Cormann, Mathias Hubert Paul				Cormann, Mathias Hubert Paul				Individual/pep				PEP		NHNN																Australia										NHNN											
PEP1278	Corrales Alvarez, Arturo				Corrales Alvarez, Arturo				Individual/pep				PEP		NHNN																Honduras										NHNN											
PEP1279	Correa Delgado, Rafael				Correa Delgado, Rafael				Individual/pep				PEP		NHNN																Ecuador										NHNN											
PEP1280	Correia E Silva, Ulisses				Correia E Silva, Ulisses				Individual/pep				PEP		NHNN																Cabo Verde										NHNN											
PEP1281	Correia, Carlos				Correia, Carlos				Individual/pep				PEP		NHNN																Guinea-Bissau										NHNN											
PEP1282	Correia, Celso				Correia, Celso				Individual/pep				PEP		NHNN																Mozambique										NHNN											
PEP1283	Correia, Olavo				Correia, Olavo				Individual/pep				PEP		NHNN																Cabo Verde										NHNN											
PEP1284	Cortorreal, Francisco Antonio				Cortorreal, Francisco Antonio				Individual/pep				PEP		NHNN																Dominican Republic										NHNN											
PEP1285	Cosgrove, Peter John				Cosgrove, Peter John				Individual/pep				PEP		NHNN																Australia										NHNN											
PEP1286	Cosgrow, Wallace				Cosgrow, Wallace				Individual/pep				PEP		NHNN																Seychelles										NHNN											
PEP1287	Cospedal Garcia, Maria Dolores de				Cospedal Garcia, Maria Dolores de				Individual/pep				PEP		NHNN																Spain										NHNN											
PEP1288	Cosse, Carolina				Cosse, Carolina				Individual/pep				PEP		NHNN																Uruguay										NHNN											
PEP1289	Cosse, Emmanuelle				Cosse, Emmanuelle				Individual/pep				PEP		NHNN																France										NHNN											
PEP1290	Costa, Antonio Luis Santos da				Costa, Antonio Luis Santos da				Individual/pep				PEP		NHNN																Portugal										NHNN											
PEP1291	Costa, Carlos				Costa, Carlos				Individual/pep				PEP		NHNN																Portugal										NHNN											
PEP1292	Costa, Enrico				Costa, Enrico				Individual/pep				PEP		NHNN																Italy										NHNN											
PEP1293	Costa, Maria do Ceu Sarmento Pina da				Costa, Maria do Ceu Sarmento Pina da				Individual/pep				PEP		NHNN																Timor-Leste										NHNN											
PEP1294	Coteau, Clifton De				Coteau, Clifton De				Individual/pep				PEP		NHNN																Trinidad and Tobago										NHNN											
PEP1295	Coudray, Marlene				Coudray, Marlene				Individual/pep				PEP		NHNN																Trinidad and Tobago										NHNN											
PEP1296	Coulibaly, Abdou Latif				Coulibaly, Abdou Latif				Individual/pep				PEP		NHNN																Senegal										NHNN											
PEP1297	Coulibaly, Ally				Coulibaly, Ally				Individual/pep				PEP		NHNN																Cote d'Ivoire										NHNN											
PEP1298	Coulibaly, Gnenema Mamadou				Coulibaly, Gnenema Mamadou				Individual/pep				PEP		NHNN																Cote d'Ivoire										NHNN											
PEP1299	Coulibaly, Hadizatou Rosine				Coulibaly, Hadizatou Rosine				Individual/pep				PEP		NHNN																Burkina Faso										NHNN											
PEP1300	Coulibaly, Jean-Martin				Coulibaly, Jean-Martin				Individual/pep				PEP		NHNN																Burkina Faso										NHNN											
PEP1301	Coulibaly, Mamadou Sangafoa				Coulibaly, Mamadou Sangafoa				Individual/pep				PEP		NHNN																Cote d'Ivoire										NHNN											
PEP1302	Coulibaly, Tiena				Coulibaly, Tiena				Individual/pep				PEP		NHNN																Mali										NHNN											
PEP1303	Couto, Pedro				Couto, Pedro				Individual/pep				PEP		NHNN																Mozambique										NHNN											
PEP1304	Coveney, Simon				Coveney, Simon				Individual/pep				PEP		NHNN																Ireland										NHNN											
PEP1305	Covic, Dragan				Covic, Dragan				Individual/pep				PEP		NHNN																Bosnia and Herzegovina - National Govt.										NHNN											
PEP1306	Craigg, Wendy				Craigg, Wendy				Individual/pep				PEP		NHNN																Bahamas, The										NHNN											
PEP1307	Creed, Michael				Creed, Michael				Individual/pep				PEP		NHNN																Ireland										NHNN											
PEP1308	Cristo Bustos, Juan Fernando				Cristo Bustos, Juan Fernando				Individual/pep				PEP		NHNN																Colombia										NHNN											
PEP1309	Cristovao, Cirilo Jose				Cristovao, Cirilo Jose				Individual/pep				PEP		NHNN																Timor-Leste										NHNN											
PEP1310	Crnadak, Igor				Crnadak, Igor				Individual/pep				PEP		NHNN																Bosnia and Herzegovina - National Govt.										NHNN											
PEP1311	Crockwell, Shawn				Crockwell, Shawn				Individual/pep				PEP		NHNN																Bermuda										NHNN											
PEP1312	Cuci, Bled				Cuci, Bled				Individual/pep				PEP		NHNN																Albania										NHNN											
